"2018/08/31","301.6600","5367048.0000","302.0000","305.3082","298.6000"
"2018/08/30","303.1500","7210625.0000","302.2600","304.6000","297.7200"
"2018/08/29","305.0100","7410538.0000","310.2700","311.8500","303.6900"
"2018/08/28","311.8600","7639453.0000","318.4100","318.8800","311.1900"
"2018/08/27","319.2700","13062650.0000","318.0000","322.4350","308.8100"
"2018/08/24","322.8200","3592734.0000","320.7000","323.8500","319.4000"
"2018/08/23","320.1000","5138685.0000","319.1400","327.3200","318.1000"
"2018/08/22","321.6400","5935853.0000","320.8700","323.8800","314.6700"
"2018/08/21","321.9000","13147770.0000","310.6100","324.7900","309.0000"
"2018/08/20","308.4400","17380430.0000","291.7040","308.5000","288.2000"
"2018/08/17","305.5000","18895880.0000","323.5000","326.7700","303.5300"
"2018/08/16","335.4500","6045392.0000","339.9100","342.2800","333.8200"
"2018/08/15","338.6900","9073033.0000","341.9060","344.4900","332.1400"
"2018/08/14","347.6400","6948511.0000","358.4500","359.1995","347.1000"
"2018/08/13","356.4100","10444920.0000","361.1300","363.1900","349.0200"
"2018/08/10","355.4900","11530510.0000","354.0000","360.0000","346.0000"
"2018/08/09","352.4500","16951800.0000","365.5500","367.0100","345.7300"
"2018/08/08","370.3400","24535420.0000","369.0900","382.6400","367.1200"
"2018/08/07","379.5700","30596400.0000","343.8400","387.4600","339.1501"
"2018/08/06","341.9900","8536766.0000","345.4600","354.9800","341.8200"
"2018/08/03","348.1700","13646640.0000","347.8100","355.0000","342.5300"
"2018/08/02","349.5400","23159160.0000","328.4400","349.9900","323.1600"
"2018/08/01","300.8400","8768099.0000","297.9900","303.0000","293.0000"
