"2018/01/31","354.3100","6199373.0000","347.5100","356.1900","345.1900"
"2018/01/30","345.8200","4710684.0000","345.1400","348.2700","342.1700"
"2018/01/29","349.5300","4738208.0000","339.8500","350.8500","338.2800"
"2018/01/26","342.8500","4535457.0000","341.5000","344.0000","335.7100"
"2018/01/25","337.6400","6725208.0000","348.2700","349.2000","336.4000"
"2018/01/24","345.8900","5277386.0000","354.5800","354.7500","343.5200"
"2018/01/23","352.7900","5447622.0000","360.0000","360.5000","351.0000"
"2018/01/22","351.5600","6199777.0000","349.4000","357.8300","349.2000"
"2018/01/19","350.0200","4871181.0000","345.0000","350.5899","342.6000"
"2018/01/18","344.5700","5679629.0000","345.6700","352.3000","343.7400"
"2018/01/17","347.1600","7092554.0000","340.4700","349.0000","339.7500"
"2018/01/16","340.0600","6429234.0000","337.5400","345.0000","334.8000"
"2018/01/12","336.2200","4822509.0000","338.6300","340.4100","333.6700"
"2018/01/11","337.9500","6640863.0000","335.2400","344.8099","333.2600"
"2018/01/10","334.8000","4303053.0000","332.2000","337.0000","330.0000"
"2018/01/09","333.6900","7134525.0000","335.1600","338.8000","327.4050"
"2018/01/08","336.4100","9832610.0000","316.0000","337.0199","315.5000"
"2018/01/05","316.5800","4588728.0000","316.6200","317.2400","312.0000"
"2018/01/04","314.6200","9944593.0000","312.8700","318.5500","305.6800"
"2018/01/03","317.2500","4438520.0000","321.0000","325.2500","315.5500"
"2018/01/02","320.5300","4345615.0000","312.0000","322.1099","311.0000"
