"2018/07/31","298.1400","5055094.0000","292.2500","298.3200","289.0700"
"2018/07/30","290.1700","6799581.0000","295.9000","296.1000","286.1300"
"2018/07/27","297.1800","5694690.0000","307.2500","307.6933","295.3404"
"2018/07/26","306.6500","4619567.0000","304.8500","310.7000","303.6411"
"2018/07/25","308.7400","7031382.0000","296.7400","309.6200","294.5025"
"2018/07/24","297.4300","9586186.0000","304.4209","307.7171","292.5452"
"2018/07/23","303.2000","10974820.0000","301.8400","305.5000","292.8601"
"2018/07/20","313.5800","5159831.0000","321.2300","323.2400","311.7093"
"2018/07/19","320.2300","5907116.0000","316.3300","323.5400","314.0100"
"2018/07/18","323.8500","5610085.0000","325.0000","325.5000","316.2500"
"2018/07/17","322.6900","6987782.0000","308.8100","324.7400","308.5000"
"2018/07/16","310.1000","7800454.0000","311.7100","315.1600","306.2500"
"2018/07/13","318.8700","5866776.0000","315.5800","319.5849","309.2500"
"2018/07/12","316.7100","5711851.0000","321.4300","323.2300","312.7700"
"2018/07/11","318.9600","4878595.0000","315.8000","321.9400","315.0700"
"2018/07/10","322.4700","9437557.0000","324.5600","327.6771","319.2000"
"2018/07/09","318.5100","7579541.0000","311.9900","318.5200","308.0000"
"2018/07/06","308.9000","8860198.0000","304.9550","312.0700","302.0000"
"2018/07/05","309.1600","17457570.0000","313.7600","314.3900","296.2200"
"2018/07/03","310.8600","12282640.0000","331.7500","332.4900","309.6900"
"2018/07/02","335.0700","18732710.0000","360.0700","364.7800","329.8500"
