"2018/09/28","264.7700","33597290.0000","270.2600","278.0000","260.5550"
"2018/09/27","307.5200","7337760.0000","312.9000","314.9600","306.9100"
"2018/09/26","309.5800","7835863.0000","301.9100","313.8900","301.1093"
"2018/09/25","300.9900","4472287.0000","300.0000","304.6000","296.5000"
"2018/09/24","299.6800","4834384.0000","298.4800","302.9993","293.5800"
"2018/09/21","299.1000","5038497.0000","297.7000","300.5800","295.3700"
"2018/09/20","298.3300","7332477.0000","303.5600","305.9800","293.3300"
"2018/09/19","299.0200","8264353.0000","280.5100","300.0000","280.5000"
"2018/09/18","284.9600","16494280.0000","296.6900","302.6400","275.5000"
"2018/09/17","294.8400","6866208.0000","290.0400","300.8700","288.1300"
"2018/09/14","295.2000","6757652.0000","288.7600","297.3256","286.5200"
"2018/09/13","289.4600","6333281.0000","288.0200","295.0000","285.1800"
"2018/09/12","290.5400","10002150.0000","281.4400","292.5000","278.6463"
"2018/09/11","279.4400","9161061.0000","279.4700","282.0000","273.5500"
"2018/09/10","285.5000","14232250.0000","273.2600","286.0300","271.0000"
"2018/09/07","263.2400","22442310.0000","260.1000","268.3500","252.2548"
"2018/09/06","280.9500","7472756.0000","284.8000","291.1700","278.8800"
"2018/09/05","280.7400","7707342.0000","285.0500","286.7800","277.1800"
"2018/09/04","288.9500","8304571.0000","296.9400","298.1900","288.0000"
